"Date","Category","Net worth","Assets","Real estate","Consumer durables","Corporate equities and mutual fund shares","Pension entitlements","Private businesses","Other assets","Liabilities","Home mortgages","Consumer credit","Other liabilities"
"2002:Q2","Next9",35.7,32.9,27.7,20.4,37.1,41.7,31.5,32.7,16.7,18.9,7.6,34.2
"2002:Q2","Next40",35.1,37.1,46.3,42.3,19.7,48.2,18.4,30.7,47.7,51.8,39.7,22
"2002:Q2","Bottom50",3.1,7.2,12.6,22.6,1.4,3.6,1.4,5,30.1,23.7,51.5,12.9
"2002:Q3","Top1",25.1,22.1,13.3,13.6,39.9,6.2,46.6,33.2,5.8,5.7,1.8,36.1
"2002:Q3","Next9",35.9,32.8,27.7,21.8,37.8,42,32.3,31.6,16.1,18.7,6.7,28.9
"2002:Q3","Next40",35.7,37.7,46.1,42.3,20.9,48.2,19.5,30.4,48.1,52,40.4,21.7
"2002:Q3","Bottom50",3.3,7.5,13,22.3,1.4,3.5,1.6,4.8,29.9,23.6,51.1,13.2
"2002:Q4","Top1",25.6,22.4,13.5,13.8,40.8,6.1,47.5,33.5,5.8,5.8,1.7,37.9
"2002:Q4","Next9",35.6,32.5,27.5,21.7,37.4,42.3,31.7,30.6,16.1,18.6,7,27.8
"2002:Q4","Next40",35.7,37.6,46.2,42.3,20.4,48.1,19.2,31.1,48.2,51.9,40.4,21.6
"2002:Q4","Bottom50",3.1,7.4,12.9,22.2,1.4,3.4,1.5,4.8,29.9,23.7,50.9,12.7
"2003:Q1","Top1",25.4,22.3,13.8,13.7,40.4,6.1,47.3,33.3,6,5.9,1.9,37.9
"2003:Q1","Next9",35.9,32.7,27.6,22.1,37.6,42.4,31.8,31.3,16,18.2,7,29.4
"2003:Q1","Next40",35.6,37.8,46.2,42.3,20.7,48.1,19.4,30.7,48.9,53.1,39.8,21
"2003:Q1","Bottom50",3.1,7.3,12.4,21.9,1.3,3.4,1.5,4.7,29.1,22.7,51.4,11.7
"2003:Q2","Top1",26.3,23,14,14.2,42.7,6.3,48.7,32.6,5.8,5.9,1.6,27.4
"2003:Q2","Next9",35.7,32.7,27.5,21.6,36.8,42.3,31.2,31.9,16.9,18.2,7.7,43.4
"2003:Q2","Next40",35.1,37.3,46.4,42.3,19.3,47.9,18.7,30.8,48.5,52.9,39.3,20.4
"2003:Q2","Bottom50",2.8,7,12.1,21.9,1.2,3.5,1.5,4.7,28.8,22.9,51.4,8.9
"2003:Q3","Top1",26.6,23.2,14.2,14.1,43.5,6.2,49,32.2,5.8,5.7,1.6,30.8
"2003:Q3","Next9",35.6,32.6,27.3,21.8,36.5,42.5,30.8,32,17,18.7,7.7,40.1
"2003:Q3","Next40",35.2,37.2,46.5,42.3,18.8,47.9,18.7,31.1,47.3,51.2,39.4,20.2
"2003:Q3","Bottom50",2.5,7,12.1,21.8,1.2,3.4,1.5,4.6,29.9,24.4,51.3,8.9
"2003:Q4","Top1",27,23.7,13.8,14.5,45,6.3,50.3,32,6.1,5.8,1.5,40.6
"2003:Q4","Next9",35.6,32.6,27.6,21.3,36.1,42.5,30.1,31.7,16.5,18.5,8.2,29.4
"2003:Q4","Next40",34.6,36.7,45.9,42.3,17.8,47.8,18.2,31.7,47.7,51.6,39.2,20
