"Date","Category","Net worth","Assets","Real estate","Consumer durables","Corporate equities and mutual fund shares","Pension entitlements","Private businesses","Other assets","Liabilities","Home mortgages","Consumer credit","Other liabilities"
"2018:Q4","pct00to20",2258307,3070487,1236716,333091,272403,309852,391674,526750,812180,395060,278125,138995
"2019:Q1","pct99to100",27296490,28352003,3764102,767543,10771174,1837463,5591050,5620671,1055513,673623,153720,228171
"2019:Q1","pct80to99",49755300,56238555,13189995,1849332,12029445,13810365,5852083,9507335,6483255,5087950,1173328,221977
"2019:Q1","pct60to80",15352195,18817291,5421046,1237282,1784080,6835467,754191,2785226,3465096,2232008,1149546,83542
"2019:Q1","pct40to60",7593027,9691455,3371419,793084,556506,2752784,253958,1963704,2098428,1310324,756161,31943
"2019:Q1","pct20to40",4231306,5433114,2031459,610466,358229,1204785,206168,1022008,1201808,653062,513500,35247
"2019:Q1","pct00to20",2115270,2894636,1208235,333973,218093,326680,289041,518616,779366,388781,253500,137085
"2019:Q2","pct99to100",27840160,28904952,3653395,776407,11104886,1873630,5797230,5699405,1064792,675072,155893,233828
"2019:Q2","pct80to99",50521295,57078087,13287994,1863092,12382041,13970525,6008642,9565793,6556792,5134390,1182522,239880
"2019:Q2","pct60to80",15519419,19034283,5391630,1251843,1825751,6975659,754620,2834780,3514864,2248265,1182642,83957
"2019:Q2","pct40to60",7639822,9756832,3413399,795848,547833,2772122,241868,1985761,2117010,1320298,763948,32764
"2019:Q2","pct20to40",4277628,5495124,2055292,624661,367667,1226900,196622,1023982,1217496,657683,522463,37350
"2019:Q2","pct00to20",2175295,2956153,1299940,337394,207172,332769,256727,522151,780858,394417,244110,142330
"2019:Q3","pct99to100",27977814,29051201,3572446,769783,11078884,1886501,5937649,5805939,1073386,670240,166452,236694
"2019:Q3","pct80to99",50799239,57395425,13264793,1890761,12373757,14046119,6101084,9718910,6596186,5152538,1201215,242433
"2019:Q3","pct60to80",15680838,19209849,5421143,1270930,1832671,7050659,771431,2863015,3529012,2238926,1207204,82882
"2019:Q3","pct40to60",7675661,9854637,3459068,811476,556034,2779937,243340,2004781,2178976,1369877,777285,31815
"2019:Q3","pct20to40",4294605,5540978,2096282,635267,369915,1231543,192992,1014978,1246373,677490,531937,36946
"2019:Q3","pct00to20",2225445,3025702,1375126,338968,210627,332269,245774,522939,800257,415269,243537,141452
"2019:Q4","pct99to100",29054961,30147669,3544460,763631,12128250,1915792,5937631,5857905,1092708,669910,179846,242952
"2019:Q4","pct80to99",52587278,59246361,13305171,1907172,13517359,14624482,6095864,9796313,6659083,5182637,1216249,260197
"2019:Q4","pct60to80",15813430,19353552,5450108,1278932,1938736,6992647,792226,2900902,3540122,2244623,1212449,83050
"2019:Q4","pct40to60",7703482,9925521,3490124,823817,513708,2814823,255728,2027321,2222039,1397475,792180,32384
"2019:Q4","pct20to40",4368621,5638944,2120268,637046,395597,1285749,196922,1003362,1270323,688897,542645,38782
"2019:Q4","pct00to20",2257497,3077701,1415750,341665,167960,362058,263545,526723,820204,426597,247351,146256
