"Date","Category","Net worth","Assets","Real estate","Consumer durables","Corporate equities and mutual fund shares","Pension entitlements","Private businesses","Other assets","Liabilities","Home mortgages","Consumer credit","Other liabilities"
"2001:Q4","Hispanic",2,2.5,3.3,3.8,0.9,3.5,1.3,1.6,5.4,5.5,5.9,0.8
"2001:Q4","Other",3.2,3.4,4.2,3,2.5,3.4,4.1,2.6,4.5,4.6,5,0.2
"2002:Q1","White",91.1,89.7,87.2,86.3,95.6,86,93.2,92.6,81.9,82.7,77,96.2
"2002:Q1","Black",3.6,4.2,4.9,6.5,1.1,7,1.5,3,8,7,12.1,2.8
"2002:Q1","Hispanic",2.1,2.6,3.5,4,0.8,3.5,1.4,1.7,5.5,5.6,5.9,0.8
"2002:Q1","Other",3.3,3.5,4.4,3.2,2.5,3.5,3.9,2.7,4.6,4.8,4.9,0.2
"2002:Q2","White",90.9,89.5,86.7,85.9,95.6,86.5,92.5,92.8,81.8,82.2,78.1,96.5
"2002:Q2","Black",3.7,4.3,5,6.4,1.2,7,1.9,3.1,8,7,11.7,2.6
"2002:Q2","Hispanic",2.1,2.7,3.7,4.5,0.8,3.3,1.8,1.5,5.6,5.8,5.6,0.7
"2002:Q2","Other",3.3,3.5,4.6,3.3,2.5,3.2,3.7,2.5,4.7,5,4.6,0.1
"2002:Q3","White",90.7,89.3,86.7,85.7,95.5,87,91.8,92.7,81.9,82.1,79.1,96.6
"2002:Q3","Black",3.8,4.4,4.9,6.1,1.3,7,2.3,3,7.7,6.9,11.1,2.4
"2002:Q3","Hispanic",2.3,2.8,3.7,4.9,0.6,3.1,2.4,1.7,5.5,5.8,5.4,0.8
"2002:Q3","Other",3.2,3.5,4.6,3.4,2.7,2.9,3.5,2.6,4.8,5.2,4.3,0.1
"2002:Q4","White",90.7,89.3,86.7,85.6,95.4,86.4,92.1,92.7,81.7,82,78.5,97
"2002:Q4","Black",3.8,4.4,4.9,6,1.3,7.2,2.3,2.9,7.7,6.8,11.4,2.2
"2002:Q4","Hispanic",2.3,2.8,3.8,5,0.6,3.2,2.3,1.7,5.6,5.8,5.6,0.7
"2002:Q4","Other",3.2,3.5,4.6,3.4,2.7,3.2,3.3,2.7,5,5.4,4.5,0
"2003:Q1","White",90.6,89,86.3,85.2,95.3,86.7,91.9,92.3,80.9,81,78,97.2
"2003:Q1","Black",3.8,4.5,5,6,1.4,7.2,2.5,3,7.9,6.9,11.7,2
"2003:Q1","Hispanic",2.3,2.9,3.9,5.2,0.6,3.1,2.4,1.8,6,6.3,5.7,0.8
"2003:Q1","Other",3.3,3.6,4.9,3.6,2.7,3.1,3.2,2.8,5.3,5.8,4.6,0.1
"2003:Q2","White",90.6,89,86,85,95.2,86.3,92.2,92.3,80.4,80.6,76.9,96.9
"2003:Q2","Black",3.8,4.5,5,6,1.4,7.2,2.4,3.2,7.9,7,12.2,1.8
"2003:Q2","Hispanic",2.3,2.9,4,5.2,0.7,3.2,2.2,1.7,6.1,6.4,6,0.5
"2003:Q2","Other",3.3,3.7,5,3.8,2.6,3.3,3.3,2.8,5.6,6,4.9,0.8
"2003:Q3","White",90.5,89,86.1,84.9,95.2,86.3,92.3,92.1,80.8,81.1,77,97.1
"2003:Q3","Black",3.8,4.5,4.9,5.9,1.4,7.3,2.4,3.2,7.8,6.7,12.1,1.7
"2003:Q3","Hispanic",2.3,2.9,4,5.3,0.8,3.1,2.1,1.8,5.8,6.1,6.1,0.4
"2003:Q3","Other",3.3,3.7,5,3.9,2.6,3.3,3.2,3,5.6,6.1,4.9,0.8
